id,sku,name,quantity,base_price,has_discount,discount_price,short_description,long_description,created_at,updated_at,created_by,updated_by
776,480697,Cascade Azalea,53,$690.90,false,$306.44,"Injury of right uterine vein, initial encounter","Injury of right uterine vein, initial encounter",12/18/2022,11/7/2023,mlehemannlj,nbrettonerlj
777,682075,White Vervain,54,$605.45,true,$141.59,"Oth fracture of third lum vertebra, subs for fx w routn heal","Other fracture of third lumbar vertebra, subsequent encounter for fracture with routine healing",1/31/2023,2/5/2023,rwabelk,eheggisonlk
778,708515,Japanese Maple,12,$113.01,true,$125.15,"Laceration of unsp musc/fasc/tend at wrs/hnd lv, left hand","Laceration of unspecified muscle, fascia and tendon at wrist and hand level, left hand",11/22/2022,7/19/2022,chullesll,imelanaphyll
779,732399,Whitemargin Beardtongue,33,$201.90,false,$59.13,Vaginismus,Vaginismus,8/11/2023,5/28/2022,ugleavelm,jrewbottomlm
780,885224,Yellow Butterfly Palm,86,$549.80,false,$142.03,Laceration of unspecified blood vessel at lower leg level,Laceration of unspecified blood vessel at lower leg level,8/22/2022,10/13/2022,wbewickln,cquartleyln
781,892634,Common Snowberry,23,$868.29,false,$175.12,"Complete traum amp at lev betw elbow and wrs, unsp arm, init","Complete traumatic amputation at level between elbow and wrist, unspecified arm, initial encounter",6/4/2022,8/12/2023,ssummersonlo,jharrilllo
782,906512,White Bedstraw,13,$450.98,true,$124.69,"Other juvenile osteochondrosis, unspecified hand","Other juvenile osteochondrosis, unspecified hand",4/19/2023,6/19/2023,jtrehernelp,jsimmingslp
783,563593,Didymodon Moss,75,$919.68,true,$481.42,"Sltr-haris Type II physl fx low end unsp fibula, 7thG","Salter-Harris Type II physeal fracture of lower end of unspecified fibula, subsequent encounter for fracture with delayed healing",8/17/2022,1/14/2024,gullyottlq,frosettinilq
784,174216,Montane False Ohelo,74,$537.64,false,$125.51,"Pre-existing type 1 diabetes mellitus, in childbirth","Pre-existing type 1 diabetes mellitus, in childbirth",1/20/2023,9/21/2022,tnylandlr,agaigerlr
785,555873,Purple-spot Parrot-lily,2,$500.80,true,$373.65,"Felty's syndrome, elbow","Felty's syndrome, elbow",7/5/2023,3/23/2022,lgermannls,kmuffettls
786,453199,Coyo,42,$657.44,true,$279.33,Varicella myelitis,Varicella myelitis,11/27/2023,4/18/2023,acundeylt,dthomenlt
787,854437,Henicodium Moss,45,$122.64,false,$294.71,"Corrosion of unspecified degree of left axilla, sequela","Corrosion of unspecified degree of left axilla, sequela",4/8/2022,1/27/2023,mglaveslu,vtestlu
788,697798,Acaulon Moss,9,$801.24,true,$206.96,Toxic effect of chewing tobacco,Toxic effect of chewing tobacco,8/18/2023,12/1/2023,ehenrikssonlv,hadamskilv
789,965270,Beach Creeping Oxeye,60,$977.11,false,$20.29,"Displ pilon fx unsp tibia, 7thF","Displaced pilon fracture of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",5/16/2023,7/20/2023,cdeangelolw,vsheerslw
790,625443,Slenderleaf False Foxglove,22,$929.86,false,$427.47,"Disp fx of prox phalanx of r idx fngr, 7thD","Displaced fracture of proximal phalanx of right index finger, subsequent encounter for fracture with routine healing",12/20/2022,5/24/2023,kstripplx,dtrevorlx
791,175503,Silverpuffs,28,$535.70,false,$283.85,"Exudative cysts of iris or anterior chamber, left eye","Exudative cysts of iris or anterior chamber, left eye",5/16/2023,9/18/2022,mcookneyly,kkissly
792,901376,False Waterwillow,20,$602.07,false,$195.06,Corneal abscess,Corneal abscess,4/2/2023,2/6/2023,gjurislz,eszepelz
793,898528,Timmia Moss,75,$203.96,true,$263.01,"Displ commnt fx left patella, subs for clos fx w malunion","Displaced comminuted fracture of left patella, subsequent encounter for closed fracture with malunion",8/12/2023,7/21/2022,everricom0,wsimionem0
794,456833,Plains Flax,87,$545.38,true,$327.94,"Immersion foot, unspecified foot","Immersion foot, unspecified foot",3/5/2022,10/6/2023,wkensholem1,gleclairem1
795,415745,Stemless Four-nerve Daisy,11,$221.37,false,$383.86,"Partial traumatic amp at level betw right hip and knee, init","Partial traumatic amputation at level between right hip and knee, initial encounter",12/30/2022,10/27/2023,cfernanandom2,fjumeaum2
796,440335,Balsamroot,24,$724.75,false,$478.87,Congenital hypotonia,Congenital hypotonia,8/22/2023,10/26/2022,kleaningm3,lsiebertm3
797,870312,Alder,27,$40.77,true,$422.18,"Sprain of unsp collateral ligament of right knee, init","Sprain of unspecified collateral ligament of right knee, initial encounter",3/10/2023,3/31/2023,tbalchm4,dclixbym4
798,462390,Two-tone Spikerush,100,$519.58,false,$189.12,Other specified injuries of ankle and foot,Other specified injuries of ankle and foot,4/25/2023,12/28/2022,tclementem5,hclelandm5
799,423142,False Serviceberry,40,$215.45,true,$413.85,Unspecified superficial injury of shoulder,Unspecified superficial injury of shoulder,7/18/2022,8/17/2023,crenniem6,hdinehartm6
800,118447,Coffee,84,$787.07,true,$131.31,"Sedative, hypnotic or anxiolytic abuse w oth disorders","Sedative, hypnotic or anxiolytic abuse with other sedative, hypnotic or anxiolytic-induced disorders",11/22/2023,5/5/2022,rstanleym7,wrentalllm7
801,426288,Scrub Gilia,6,$54.90,true,$371.50,"Nondisp transverse fx shaft of r femr, 7thR","Nondisplaced transverse fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",7/27/2022,5/15/2022,ktoplingm8,mlambollm8
802,828705,Vezdaea Lichen,38,$175.67,false,$467.32,"Poisoning by ganglionic blocking drugs, self-harm, subs","Poisoning by ganglionic blocking drugs, intentional self-harm, subsequent encounter",11/3/2022,4/25/2022,tthornebarrowm9,ncarreckm9
803,795459,Violetilla,41,$744.38,true,$308.46,Other follicular disorders,Other follicular disorders,11/27/2023,11/30/2022,nbraybrookema,nlindellma
804,632995,Mullein,95,$42.70,false,$261.27,"Displacement of other urinary catheter, subsequent encounter","Displacement of other urinary catheter, subsequent encounter",9/18/2023,9/14/2023,rfritschelmb,froblettmb
805,802213,Wild Tulip,51,$469.68,true,$135.58,Pnctr w/o fb of unsp front wall of thorax w penet thor cav,Puncture wound without foreign body of unspecified front wall of thorax with penetration into thoracic cavity,8/29/2023,12/9/2022,nkehirmc,lglowaczmc
806,112615,Plank's Catchfly,67,$677.80,false,$55.76,"Sltr-haris Type II physl fx low end rad, r arm, 7thG","Salter-Harris Type II physeal fracture of lower end of radius, right arm, subsequent encounter for fracture with delayed healing",12/9/2022,6/2/2023,awanstallmd,giglesiasmd
807,595739,Umbrella-sedge,84,$126.00,false,$83.84,"Path fx in oth disease, r humerus, subs for fx w nonunion","Pathological fracture in other disease, right humerus, subsequent encounter for fracture with nonunion",4/24/2022,1/31/2024,vwiggingtonme,crogerme
808,405681,Common Boneset,42,$569.31,false,$207.71,Inj to rider of recreatl wtrcrft being puld beh oth wtrcrft,Injury to rider of (inflatable) recreational watercraft being pulled behind other watercraft,1/16/2024,5/27/2022,mchastanmf,ewildeymf
809,543250,Climbing Ilang-ilang,98,$911.19,true,$100.22,Teething syndrome,Teething syndrome,5/17/2023,3/19/2022,rprobertmg,fbeaganmg
810,297695,Arizona Coraldrops,77,$570.97,false,$446.57,"Wear of artic bearing surface of int prosth r hip jt, sqla","Wear of articular bearing surface of internal prosthetic right hip joint, sequela",5/10/2022,2/24/2023,rfeasbymh,eeckersallmh
811,373496,Big Tarweed,33,$509.84,true,$126.79,"Stable burst fracture of third lum vertebra, init for opn fx","Stable burst fracture of third lumbar vertebra, initial encounter for open fracture",5/5/2023,8/22/2022,mlambertsonmi,nprobatemi
812,329397,Sweginzow's Rose,7,$406.88,true,$455.22,Cereb infrc due to unsp occls or stenos of left carotid art,Cerebral infarction due to unspecified occlusion or stenosis of left carotid arteries,11/21/2023,7/11/2023,lstrettellmj,atrattonmj
813,788456,Fall Tansyaster,19,$701.52,false,$283.28,"Sprain of joints and ligaments of unsp parts of neck, init","Sprain of joints and ligaments of unspecified parts of neck, initial encounter",6/12/2022,2/28/2022,kfomichyovmk,kwarlowmk
814,796845,Bluebells,51,$400.76,true,$387.46,"Unsp injury of right middle and inner ear, init encntr","Unspecified injury of right middle and inner ear, initial encounter",12/19/2023,4/1/2023,kdranfieldml,kpoliniml
815,314061,Wall Germander,98,$558.19,false,$138.23,"Poisoning by cocaine, accidental (unintentional)","Poisoning by cocaine, accidental (unintentional)",11/18/2023,9/3/2023,mlebrunmm,fgwionethmm
816,667518,Higuerito,47,$972.98,false,$229.57,"War operations involving firearms pellets, milt, sequela","War operations involving firearms pellets, military personnel, sequela",10/12/2023,2/18/2022,cmantrippmn,dpardimn
817,812647,Euopsis Lichen,28,$66.92,false,$202.62,"Disp fx of capitate bone, r wrist, subs for fx w malunion","Displaced fracture of capitate [os magnum] bone, right wrist, subsequent encounter for fracture with malunion",1/2/2023,8/25/2022,gholahmo,nditzelmo
818,636927,Wart Lichen,3,$611.40,false,$164.64,"Nondisp fx of glenoid cav of scapula, r shldr, 7thG","Nondisplaced fracture of glenoid cavity of scapula, right shoulder, subsequent encounter for fracture with delayed healing",3/7/2022,7/12/2022,ddeathmp,eseersmp
819,682471,Santa Cruz Island Fringepod,93,$545.44,false,$79.88,"Strain of muscle, fascia and tendon of hip","Strain of muscle, fascia and tendon of hip",10/26/2023,1/23/2023,grandellmq,etremoillemq
820,806649,Eggleaf Silktassel,83,$396.39,false,$295.76,"Milt op involving explosion of marine mine, milt, init","Military operations involving explosion of marine mine, military personnel, initial encounter",4/28/2023,11/18/2023,adickiemr,lmortermr
821,482504,Don Quixote's Lace,89,$599.80,false,$259.16,Roller skating rink as place,Roller skating rink as the place of occurrence of the external cause,12/12/2022,6/6/2023,wrawsonms,lmiramsms
822,339686,Silver Cock's Comb,32,$864.19,false,$44.24,"Lumbosacral root disorders, not elsewhere classified","Lumbosacral root disorders, not elsewhere classified",10/20/2023,12/2/2022,mjirusekmt,ascanemt
823,103186,Seaside Kirschsteiniothelia Lichen,91,$987.36,true,$265.18,"Pasngr in pk-up/van injured in clsn w hv veh nontraf, init","Passenger in pick-up truck or van injured in collision with heavy transport vehicle or bus in nontraffic accident, initial encounter",2/25/2023,9/2/2022,dbewshiremu,rsymmonsmu
824,341613,Florida Lady's Nightcap,8,$376.92,true,$86.68,"Blepharophimosis right eye, unspecified eyelid","Blepharophimosis right eye, unspecified eyelid",8/11/2022,3/12/2023,dobroganmv,dsmithendmv
825,558257,Nodding Catchfly,3,$828.50,false,$139.80,Encounter for childbirth instruction,Encounter for childbirth instruction,7/4/2022,12/16/2023,lphairmw,pdassindalemw
826,114121,Jeweled Hawthorn,93,$583.13,false,$45.91,"Nondisp spiral fx shaft of unsp tibia, 7thB","Nondisplaced spiral fracture of shaft of unspecified tibia, initial encounter for open fracture type I or II",9/5/2023,11/13/2023,ablowesmx,ayarnmx
827,278842,Ladies' Bonnet Orchid,53,$836.07,true,$69.60,"Disp fx of base of neck of r femur, init for opn fx type I/2","Displaced fracture of base of neck of right femur, initial encounter for open fracture type I or II",2/1/2023,1/20/2023,arameymy,cpomfreymy
828,479369,Eleutherine,12,$307.56,false,$43.14,Congenital shortening of right upper limb,Congenital shortening of right upper limb,3/4/2022,10/6/2023,csyfaxmz,fshollmz
829,163361,Glandular Yellow Phacelia,69,$519.32,false,$221.44,Oth psychoactive substance dependence w sleep disorder,Other psychoactive substance dependence with psychoactive substance-induced sleep disorder,1/24/2024,1/21/2023,lbuckberryn0,mcrosenn0
830,285979,Rattan's Beardtongue,8,$797.05,true,$369.66,Unsp focal TBI w LOC >24 hr w ret consc lev,Unspecified focal traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level,7/11/2022,8/19/2023,twharfen1,mgilardonin1
831,845577,Woodland Strawberry,2,$890.05,false,$187.65,"Inj musc/tend peroneal grp at low leg level, right leg, init","Other injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, right leg, initial encounter",3/1/2022,2/18/2022,mcraufordn2,ptremoillen2
832,179347,Jagua,55,$558.63,true,$60.58,"Inj r int crtd,intcr w LOC w dth d/t oth cause bf consc,sqla","Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, sequela",8/8/2023,9/25/2023,ebritton3,kciottoin3
833,411880,Gray's Seablush,15,$607.68,true,$47.56,"Maternal care for intrauterine death, fetus 2","Maternal care for intrauterine death, fetus 2",9/5/2023,11/29/2022,tcristofaninin4,mwheatonn4
834,696553,Fireweed Groundsel,15,$911.62,true,$25.83,"Poisoning by heroin, accidental (unintentional)","Poisoning by heroin, accidental (unintentional)",4/10/2023,5/16/2022,dboninn5,srenfieldn5
835,980743,Wart Lichen,33,$450.14,true,$121.62,Displaced fracture of lateral condyle of unspecified humerus,Displaced fracture of lateral condyle of unspecified humerus,2/21/2022,3/26/2023,ntrewhelan6,galeshkovn6
836,436308,Wheelscale Saltbush,1,$171.49,false,$294.90,"Nondisp fx of prox phalanx of r mid finger, init for opn fx","Nondisplaced fracture of proximal phalanx of right middle finger, initial encounter for open fracture",5/14/2022,7/29/2022,pcheesworthn7,idrinkwatern7
837,615504,Oldfield Grass,81,$521.12,false,$278.86,"Poisoning by local astringents/detergents, assault, sequela","Poisoning by local astringents and local detergents, assault, sequela",11/12/2022,10/17/2023,ckyndern8,lstanlockn8
838,886942,Devilwood,27,$842.00,true,$193.10,Malig neoplasm of lower-outer quadrant of unsp female breast,Malignant neoplasm of lower-outer quadrant of unspecified female breast,7/11/2023,4/5/2023,chaign9,ketchelln9
839,294532,False Garlic,20,$382.96,true,$78.53,"Burn second degree of head, face, and neck, unsp site, sqla","Burn of second degree of head, face, and neck, unspecified site, sequela",1/25/2023,11/29/2022,civashintsovna,bmcteerna
840,251620,Tetragonia,46,$540.20,true,$182.44,Other superficial bite of unspecified ear,Other superficial bite of unspecified ear,12/8/2023,10/9/2023,mlehrnb,valejonb
841,555286,Coca,100,$412.29,false,$468.61,Nonspecific lymphadenitis,Nonspecific lymphadenitis,2/20/2022,12/5/2022,bsantonnc,kronaynenc
842,812320,Metcalfe's Ticktrefoil,25,$528.81,false,$369.15,Polyarteritis nodosa and related conditions,Polyarteritis nodosa and related conditions,7/26/2023,8/19/2022,spaullnd,rivanchikovnd
843,933063,Oregon Eurhynchium Moss,55,$515.47,false,$124.26,Periostitis of orbit,Periostitis of orbit,2/2/2024,4/28/2022,liozefovichne,dwellanne
844,788182,Obscure Buttercup,12,$585.49,false,$298.60,"Oth foreign object in esoph causing comprsn of trachea, subs","Other foreign object in esophagus causing compression of trachea, subsequent encounter",11/30/2022,10/24/2023,jshrevenf,mdallendernf
845,732281,Devilshead,79,$418.47,false,$126.74,Unspecified injury of vertebral artery,Unspecified injury of vertebral artery,8/9/2023,7/4/2023,pmarchetting,tgrittenng
846,123064,Bractless Blazingstar,58,$846.43,false,$248.88,"Poisoning by opth drugs and preparations, undetermined, subs","Poisoning by ophthalmological drugs and preparations, undetermined, subsequent encounter",1/28/2023,10/14/2023,nrotgenh,gpollicattnh
847,734541,Plum,1,$864.87,false,$208.25,"Villonodular synovitis (pigmented), hip","Villonodular synovitis (pigmented), hip",3/13/2022,6/10/2022,adroverni,vpresnallni
848,634769,Sand Pea,38,$88.26,true,$341.73,Embolism and thrombosis of superficial veins of low extrm,Embolism and thrombosis of superficial veins of lower extremities,10/1/2023,1/14/2024,mlangtonnj,bcrawshawnj
849,741596,Slimleaf Goosefoot,55,$750.62,false,$166.05,Laceration without foreign body of left breast,Laceration without foreign body of left breast,4/6/2023,10/23/2023,fbentnk,ehightonnk
850,681602,Mistassini Primrose,33,$567.14,true,$144.39,"Passenger of military vehicle injured nontraf, sequela","Passenger of military vehicle injured in nontraffic accident, sequela",8/8/2023,9/28/2022,ctringnl,lsurguinenl
851,406889,Mountain Spleenwort,13,$171.73,false,$152.48,"Lacerat flxr musc/fasc/tend l little fngr at forarm lv, subs","Laceration of flexor muscle, fascia and tendon of left little finger at forearm level, subsequent encounter",3/27/2023,9/2/2022,gmacconachynm,blemoirnm
852,110312,Northern Bluethread,20,$647.00,false,$452.02,"Torus fracture of upper end of right tibia, sequela","Torus fracture of upper end of right tibia, sequela",11/18/2023,10/30/2023,gdearannn,iduckworthnn
853,207399,Rousselia,41,$274.79,true,$398.70,"Unsp injury to L5 level of lumbar spinal cord, sequela","Unspecified injury to L5 level of lumbar spinal cord, sequela",10/26/2023,8/1/2023,owaliszewskino,aburtwellno
854,153962,Kaiparowits Beardtongue,41,$962.11,true,$463.13,Crushed betw fishing boat and oth wtrcrft/obj due to clsn,Crushed between fishing boat and other watercraft or other object due to collision,12/3/2022,4/3/2023,zjeffrynp,dmcilriachnp
855,312795,Pink Honeysuckle,80,$398.31,true,$64.46,"Sltr-haris Type III physl fx upr end l tibia, 7thP","Salter-Harris Type III physeal fracture of upper end of left tibia, subsequent encounter for fracture with malunion",7/17/2022,8/1/2023,aethridgenq,hhurlestonenq
856,168282,Plumed Jewelflower,47,$922.27,false,$100.97,"Poisn by analeptics and opioid receptor antag, assault, init","Poisoning by analeptics and opioid receptor antagonists, assault, initial encounter",1/22/2024,10/5/2022,scufflinnr,hjoenr
857,510196,Foothill Larkspur,94,$62.74,false,$245.68,"Poisoning by heroin, assault, subsequent encounter","Poisoning by heroin, assault, subsequent encounter",2/13/2023,6/23/2023,areamens,jantonions
858,125988,Montane Trematodon Moss,98,$382.37,false,$471.96,Occupational exposure to vibration,Occupational exposure to vibration,12/31/2023,3/11/2022,adiluciant,vsimoninint
859,780794,Wild Garlic,10,$237.17,false,$477.29,Burn of second degree of right ear,"Burn of second degree of right ear [any part, except ear drum]",8/10/2023,7/9/2022,sgillyettnu,akibbenu
860,887915,Night And Afternoon,36,$555.99,true,$231.49,"Laceration w fb of l mid finger w damage to nail, sequela","Laceration with foreign body of left middle finger with damage to nail, sequela",10/25/2023,8/7/2022,srestallnv,tkinsleynv
861,724455,Hinahina,7,$908.25,true,$199.05,Underdosing of succinimides and oxazolidinediones,Underdosing of succinimides and oxazolidinediones,7/10/2022,1/21/2023,dkaplannw,swodhamnw
862,767484,West Indian Raspberry,72,$927.41,false,$406.75,"Contusion of left thumb with damage to nail, sequela","Contusion of left thumb with damage to nail, sequela",8/10/2022,5/26/2022,pballingalnx,sfrushernx
863,104765,Digit Fern,43,$596.17,true,$200.27,"Diabetes with prolif diabetic rtnop with comb detach, r eye","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",12/13/2022,5/27/2023,msausmanny,scharopenny
864,338297,Chromatochlamys Lichen,75,$737.26,true,$228.65,"Puncture wound w foreign body of oth part of head, sequela","Puncture wound with foreign body of other part of head, sequela",10/7/2023,2/13/2023,shoftonnz,fscottinz
865,684425,Yellow Fritillary,41,$110.11,true,$119.84,"Oth disrd of synovium and tendon, unspecified ankle and foot","Other specified disorders of synovium and tendon, unspecified ankle and foot",4/3/2023,12/21/2022,amunneryo0,bpavelino0
866,698277,Firethread Sedge,31,$739.21,false,$366.19,"Nondisp commnt fx shaft of rad, l arm, 7thF","Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",10/24/2022,4/9/2023,cmatyatino1,rbaino1
867,194884,Jacanillo,82,$525.61,true,$383.63,Laceration of flexor musc/fasc/tend unsp finger at forarm lv,"Laceration of flexor muscle, fascia and tendon of unspecified finger at forearm level",12/14/2023,3/15/2022,lcolnetto2,cshaxbyo2
868,583302,Twospike Larkspur,36,$225.30,true,$423.28,Retroperitoneal abscess,Retroperitoneal abscess,9/20/2023,3/22/2023,jgeorgoto3,jribbenso3
869,767095,Panal,53,$488.16,true,$391.81,Osteonecrosis due to drugs of left carpus,Osteonecrosis due to drugs of left carpus,2/26/2022,7/8/2022,dmarchingtono4,grudhamo4
870,802117,Doghobble,36,$458.15,false,$157.69,"Oth injury of brachial artery, unspecified side, subs encntr","Other specified injury of brachial artery, unspecified side, subsequent encounter",2/17/2023,2/10/2023,hosheeryneo5,jtusono5
871,923222,Arizona Spikerush,68,$377.94,true,$68.77,Forest as the place of occurrence of the external cause,Forest as the place of occurrence of the external cause,9/19/2023,5/17/2023,spenningo6,rroddieo6
872,120307,Clustered Pellitory,36,$61.83,true,$176.93,"Type III occipital condyle fracture, unspecified side, 7thD","Type III occipital condyle fracture, unspecified side, subsequent encounter for fracture with routine healing",5/19/2023,9/13/2022,jbalentyneo7,eislepo7
873,505643,Palmer's Milkwort,28,$976.24,true,$339.82,"Obstructed labor due to breech presentation, other fetus","Obstructed labor due to breech presentation, other fetus",12/28/2023,2/6/2022,ldello8,ngrieswoodo8
874,193544,Fustic,100,$237.71,true,$315.09,"Salter-Harris Type IV physeal fracture of l calcaneus, 7thB","Salter-Harris Type IV physeal fracture of left calcaneus, initial encounter for open fracture",3/22/2023,1/23/2023,cclemenceto9,vbillisono9
875,171745,Bracted Arrowwood,72,$896.26,true,$454.37,"Disp fx of pisiform, left wrist, init for opn fx","Displaced fracture of pisiform, left wrist, initial encounter for open fracture",6/7/2022,8/26/2022,bframminghamoa,ajolliffeoa
876,698473,Ramm's Madia,11,$870.55,true,$444.14,"Inj l int carotid, intcr w LOC of 1-5 hrs 59 min, sequela","Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela",1/24/2023,8/22/2022,wgadsbyob,abilfootob
877,103062,Spring Pygmycudweed,18,$607.65,false,$334.52,"Crush betw merch ship and oth wtrcrft/obj due to clsn, subs","Crushed between merchant ship and other watercraft or other object due to collision, subsequent encounter",11/18/2023,2/26/2022,kdonettoc,gholstonoc
878,854955,West Indian Sumac,50,$979.05,false,$496.02,"Poisn by unsp nonopi analgs/antipyr/antirheu, asslt, sequela","Poisoning by unspecified nonopioid analgesic, antipyretic and antirheumatic, assault, sequela",12/28/2022,1/6/2024,akienlod,kjanuszkiewiczod
879,625417,Collegeflower,44,$725.42,false,$19.31,"Underdosing of ophthalmological drugs and preparations, init","Underdosing of ophthalmological drugs and preparations, initial encounter",10/30/2022,11/10/2022,cabercrombyoe,wchethamoe
880,250789,Bellyache Bush,50,$946.27,true,$65.31,"Oth incomplete lesion at C7, sequela","Other incomplete lesion at C7 level of cervical spinal cord, sequela",6/24/2023,6/5/2023,ilachaizeof,bsandiferof
881,967730,Swordfern,78,$450.08,false,$411.51,"Lacerat extensor musc/fasc/tend thmb at wrs/hnd lv, subs","Laceration of extensor muscle, fascia and tendon of unspecified thumb at wrist and hand level, subsequent encounter",3/30/2023,10/31/2022,nbrimilcomeog,gmaureenog
882,524038,Spiky Mother-in-law's Tongue,92,$990.33,true,$227.71,Sepsis due to other Gram-negative organisms,Sepsis due to other Gram-negative organisms,9/14/2023,7/28/2022,cshieldsoh,wshyreoh
883,558357,Torrey's Milkvetch,18,$72.24,true,$117.28,"Strain flexor musc/fasc/tend r mid finger at forarm lv, subs","Strain of flexor muscle, fascia and tendon of right middle finger at forearm level, subsequent encounter",3/19/2022,11/21/2023,sharrodoi,bpinnigaroi
884,297649,Rinodina Lichen,65,$682.47,false,$235.21,Car as the place of occurrence of the external cause,Car as the place of occurrence of the external cause,5/20/2022,10/5/2022,lebbersoj,rnaisbetoj
885,404978,Smallflower Baby Blue Eyes,25,$246.81,false,$32.08,"Chronic postrheumatic arthropathy [Jaccoud], right elbow","Chronic postrheumatic arthropathy [Jaccoud], right elbow",12/21/2022,5/21/2023,gtriponok,cfernandook
886,789128,Woodland Poppymallow,86,$168.65,false,$240.72,Corrosion of third degree of left ear,"Corrosion of third degree of left ear [any part, except ear drum]",2/22/2022,2/12/2022,aguiteol,egrinstedol
887,315950,Silver Pygmycudweed,34,$220.57,true,$94.10,"Poisoning by oral contraceptives, accidental (unintentional)","Poisoning by oral contraceptives, accidental (unintentional)",2/1/2024,1/7/2023,cagnoloom,hdjekovicom
888,725491,Largeflower Yellow False Foxglove,78,$425.12,true,$42.64,"Breakdown (mechanical) of indwelling ureteral stent, init","Breakdown (mechanical) of indwelling ureteral stent, initial encounter",3/24/2022,6/15/2023,mdannielon,rscamerdenon
889,433256,Hybrid Willow,82,$983.01,false,$353.26,"Disp fx of body of hamate bone, unsp wrs, 7thP","Displaced fracture of body of hamate [unciform] bone, unspecified wrist, subsequent encounter for fracture with malunion",5/30/2022,3/22/2022,mclairoo,skennaghoo
890,780268,Oligomeris,11,$973.94,false,$454.68,Postproc seroma of the spleen following other procedure,Postprocedural seroma of the spleen following other procedure,11/11/2022,2/22/2023,hgilhespyop,mjanodetop
891,306621,Oosting's Hypotrachyna Lichen,23,$723.74,true,$193.35,"Mediastinal (thymic) large B-cell lymphoma, unspecified site","Mediastinal (thymic) large B-cell lymphoma, unspecified site",10/19/2022,6/6/2022,gsuarezoq,jesterbrookoq
892,273500,Coastal Plain Mountainmint,46,$63.07,true,$466.38,"Mooren's corneal ulcer, left eye","Mooren's corneal ulcer, left eye",1/13/2023,5/29/2023,ieffauntor,sdowneror
893,235394,Allen's Buttercup,57,$782.95,true,$96.85,Corrosion of unspecified degree of right toe(s) (nail),Corrosion of unspecified degree of right toe(s) (nail),9/29/2023,3/2/2023,adeelyos,rhardypigginos
894,484981,Fendler's Bladderpod,3,$692.32,true,$308.06,"Intracardiac thrombosis, not elsewhere classified","Intracardiac thrombosis, not elsewhere classified",3/2/2023,9/29/2022,aheitonot,peyesot
895,774509,Kaweah Lakes Fawnlily,3,$982.94,false,$331.33,"Lacerat blood vessels at lower leg level, left leg, subs","Laceration of other blood vessels at lower leg level, left leg, subsequent encounter",7/15/2023,1/22/2023,rcomolettiou,rdonnou
896,190817,Narrowleaf Water-starwort,65,$574.89,true,$491.14,"Oth fx shaft of r femr, 7thJ","Other fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",12/6/2022,4/26/2023,wcroallov,vhuxleyov
897,732030,Pringle's Rim Lichen,10,$474.18,false,$279.53,"Mucosal cyst of postmastoidectomy cavity, right ear","Mucosal cyst of postmastoidectomy cavity, right ear",10/5/2023,7/17/2023,mhabbalow,jrubinsaftow
898,538453,Tumblegrass,38,$147.58,true,$333.37,Laceration w/o foreign body of toe without damage to nail,Laceration without foreign body of toe without damage to nail,10/25/2022,3/7/2022,mwolfingerox,sohederscollox
899,190031,Seminole False Foxglove,58,$49.85,true,$183.22,Ptosis of breast,Ptosis of breast,2/16/2022,9/12/2023,hmorrottoy,sallenoy
900,698878,Hyacinthoides,79,$709.34,false,$88.26,"Toxic effect of unsp noxious sub eaten as food, undet, subs","Toxic effect of unspecified noxious substance eaten as food, undetermined, subsequent encounter",5/23/2022,3/6/2022,krobertazzioz,hskinoz
901,590194,Ivyleaf Groundcherry,100,$128.79,true,$225.49,"Injury of trochlear nerve, left side, subsequent encounter","Injury of trochlear nerve, left side, subsequent encounter",11/30/2023,6/1/2023,llawmanp0,askullp0
902,407110,Woolly Cinquefoil,10,$148.94,true,$237.83,"Nondisp osteochon fx r patella, subs for clos fx w nonunion","Nondisplaced osteochondral fracture of right patella, subsequent encounter for closed fracture with nonunion",9/9/2022,2/11/2023,lshyramp1,atrickeyp1
903,587265,Caribbean Pygmymelon,12,$282.00,false,$386.50,"Nondisp oblique fx shaft of r ulna, 7thH","Nondisplaced oblique fracture of shaft of right ulna, subsequent encounter for open fracture type I or II with delayed healing",4/3/2022,3/9/2023,acharletp2,iblakeleyp2
904,886617,Dwarf Fleabane,61,$994.62,true,$282.70,Unsp intracranial injury w LOC of 6 hours to 24 hours,Unspecified intracranial injury with loss of consciousness of 6 hours to 24 hours,5/25/2023,3/14/2022,nolennikovp3,kreediep3
